rms,score
3.141,22.607
6.763,22.607
3.555,22.607
4.329,22.608
5.209,22.608
5.749,22.608
5.229,22.609
6.827,22.610
5.776,22.611
4.315,22.612
4.703,22.614
3.331,22.615
6.186,22.617
5.886,22.618
4.555,22.618
4.188,22.620
6.989,22.621
5.197,22.622
6.950,22.622
4.036,22.623
3.400,22.625
3.324,22.626
3.709,22.626
5.784,22.627
3.131,22.630
5.222,22.631
5.137,22.632
4.953,22.632
4.616,22.633
4.786,22.634
6.138,22.635
5.709,22.637
5.808,22.639
6.760,22.640
6.094,22.640
7.043,22.641
5.504,22.643
3.587,22.643
5.088,22.643
5.242,22.645
4.207,22.645
4.179,22.645
6.587,22.647
5.042,22.647
2.286,22.648
5.512,22.649
5.376,22.650
4.135,22.650
4.260,22.650
4.679,22.650
5.464,22.650
5.265,22.651
5.455,22.652
6.295,22.652
3.669,22.655
5.308,22.655
5.173,22.655
4.737,22.656
5.493,22.656
3.741,22.657
5.275,22.659
4.942,22.659
5.923,22.660
6.658,22.661
3.914,22.662
6.511,22.664
6.211,22.664
5.483,22.664
5.146,22.665
5.308,22.666
3.772,22.667
5.662,22.667
3.604,22.668
5.705,22.668
4.832,22.669
6.596,22.669
6.523,22.671
6.679,22.671
3.266,22.672
4.227,22.673
4.773,22.673
7.234,22.673
5.932,22.674
2.447,22.675
5.136,22.676
6.358,22.677
6.226,22.677
5.566,22.677
5.381,22.680
3.941,22.680
5.587,22.681
4.958,22.681
6.943,22.683
4.653,22.684
6.807,22.686
4.210,22.686
5.167,22.688
5.436,22.690
4.463,22.691
3.402,22.693
3.788,22.694
3.752,22.694
6.143,22.696
6.996,22.696
4.663,22.696
4.951,22.698
5.521,22.698
3.745,22.700
5.480,22.701
3.888,22.702
4.898,22.704
6.245,22.705
6.002,22.705
3.400,22.705
5.825,22.706
4.773,22.706
5.668,22.707
5.226,22.707
3.649,22.707
3.982,22.707
6.023,22.708
6.913,22.709
4.280,22.709
2.835,22.710
4.880,22.710
5.442,22.712
5.349,22.713
5.486,22.713
4.469,22.714
4.152,22.714
5.550,22.715
5.777,22.715
6.469,22.716
5.874,22.717
5.086,22.717
7.101,22.719
5.951,22.719
4.303,22.719
5.285,22.719
4.507,22.719
5.364,22.720
5.431,22.720
4.555,22.720
7.061,22.720
4.958,22.721
5.693,22.722
7.243,22.723
4.458,22.723
4.612,22.725
6.866,22.726
3.621,22.726
3.713,22.727
5.551,22.728
3.220,22.728
5.848,22.728
1.602,22.728
6.567,22.730
4.480,22.731
2.865,22.731
5.577,22.732
3.701,22.733
6.480,22.734
6.718,22.734
7.618,22.734
5.808,22.735
5.431,22.735
5.420,22.738
3.534,22.738
4.561,22.739
6.370,22.739
6.536,22.739
6.075,22.740
4.425,22.741
4.832,22.742
4.436,22.744
6.229,22.744
4.611,22.745
3.970,22.745
2.836,22.746
5.597,22.746
5.512,22.749
6.277,22.749
5.453,22.749
5.981,22.749
5.103,22.750
5.395,22.751
6.905,22.751
6.155,22.753
5.440,22.753
3.646,22.754
3.663,22.755
5.291,22.756
5.966,22.757
5.438,22.758
3.591,22.759
5.890,22.759
5.360,22.760
4.461,22.761
4.447,22.761
4.252,22.762
5.714,22.763
5.066,22.763
3.608,22.764
5.395,22.765
4.759,22.765
5.557,22.765
3.697,22.766
5.972,22.769
3.620,22.770
6.849,22.770
4.928,22.770
4.132,22.771
4.780,22.771
5.150,22.771
5.640,22.772
6.202,22.772
4.424,22.772
6.048,22.773
6.507,22.773
4.817,22.773
5.917,22.773
5.198,22.776
6.091,22.777
6.888,22.778
3.629,22.778
6.558,22.779
6.345,22.780
5.348,22.780
3.893,22.780
3.481,22.780
5.174,22.781
5.603,22.783
5.802,22.783
3.299,22.783
5.331,22.785
4.086,22.785
4.271,22.785
5.808,22.785
4.991,22.786
4.256,22.786
7.121,22.786
5.798,22.786
3.284,22.787
4.377,22.788
3.730,22.789
6.779,22.789
5.008,22.790
6.152,22.791
2.318,22.792
7.068,22.793
5.580,22.794
6.179,22.794
3.197,22.795
5.717,22.795
3.982,22.795
4.607,22.795
6.831,22.796
6.755,22.797
6.447,22.797
6.242,22.798
6.469,22.798
3.601,22.799
4.571,22.800
5.206,22.801
5.900,22.801
5.760,22.803
4.808,22.804
4.623,22.805
5.713,22.805
5.369,22.805
4.682,22.812
5.368,22.813
3.768,22.813
6.399,22.814
5.143,22.814
4.695,22.814
4.064,22.814
5.575,22.814
6.517,22.814
6.107,22.814
6.301,22.816
5.286,22.816
4.444,22.817
5.892,22.817
5.512,22.819
5.485,22.819
3.879,22.820
5.005,22.821
6.752,22.821
6.693,22.821
3.797,22.822
5.343,22.824
2.277,22.824
5.126,22.824
4.637,22.824
4.183,22.825
5.415,22.826
5.091,22.826
6.101,22.828
6.409,22.828
5.366,22.829
5.712,22.831
4.837,22.831
6.306,22.831
5.973,22.831
3.078,22.832
4.829,22.833
4.447,22.833
5.662,22.834
5.326,22.834
7.000,22.834
5.049,22.834
5.863,22.835
3.616,22.835
3.331,22.836
2.542,22.837
4.345,22.837
3.641,22.838
3.260,22.838
4.606,22.838
5.857,22.842
3.647,22.842
3.446,22.843
4.992,22.844
4.722,22.844
5.783,22.845
6.892,22.846
6.097,22.846
3.792,22.847
5.414,22.848
5.618,22.848
5.527,22.849
3.782,22.849
5.986,22.850
5.001,22.850
5.254,22.851
6.377,22.852
6.186,22.853
5.718,22.853
3.756,22.853
5.976,22.853
5.248,22.854
5.247,22.854
5.517,22.855
4.636,22.858
6.084,22.860
4.748,22.860
3.555,22.860
6.078,22.866
5.324,22.868
6.094,22.868
4.233,22.869
6.442,22.869
5.623,22.869
2.371,22.869
6.106,22.869
5.921,22.870
6.420,22.870
2.825,22.871
5.876,22.871
6.273,22.873
6.763,22.875
4.309,22.876
5.767,22.876
5.889,22.876
7.077,22.876
6.904,22.877
3.379,22.878
3.344,22.879
7.006,22.880
3.986,22.882
5.691,22.883
5.353,22.884
2.902,22.884
4.937,22.884
2.977,22.885
5.144,22.886
6.321,22.887
5.674,22.888
5.340,22.888
5.581,22.889
3.715,22.889
5.825,22.889
5.361,22.890
6.438,22.891
4.616,22.891
5.530,22.892
4.863,22.894
5.773,22.894
5.572,22.896
6.431,22.896
6.107,22.897
5.159,22.901
6.207,22.901
5.436,22.902
3.519,22.903
5.905,22.904
5.551,22.904
5.553,22.905
6.114,22.905
6.267,22.905
6.739,22.908
2.956,22.909
5.285,22.910
5.648,22.910
5.789,22.911
5.683,22.911
5.856,22.912
4.162,22.912
2.327,22.913
5.421,22.916
5.642,22.916
4.696,22.918
5.306,22.919
4.240,22.921
4.673,22.921
4.859,22.922
3.580,22.923
3.794,22.923
6.422,22.924
5.038,22.924
5.139,22.924
3.258,22.925
5.538,22.925
4.116,22.926
3.543,22.926
3.885,22.927
4.354,22.928
4.747,22.928
4.850,22.929
6.275,22.929
5.751,22.930
5.056,22.931
3.808,22.931
5.342,22.932
3.816,22.932
4.154,22.933
5.656,22.935
3.069,22.939
4.000,22.939
5.290,22.940
5.276,22.940
4.770,22.941
3.293,22.941
4.601,22.941
5.103,22.941
4.915,22.942
3.376,22.943
3.692,22.943
6.063,22.944
3.927,22.945
3.694,22.945
6.169,22.947
3.541,22.947
3.970,22.948
4.962,22.949
5.603,22.951
5.632,22.954
6.155,22.956
3.734,22.959
4.142,22.962
7.219,22.962
5.579,22.963
2.886,22.963
3.799,22.963
3.350,22.964
6.192,22.966
6.917,22.967
4.293,22.967
5.585,22.967
3.835,22.968
5.698,22.973
5.699,22.974
5.743,22.975
3.179,22.975
3.208,22.975
6.044,22.976
5.975,22.978
5.427,22.979
5.428,22.981
6.080,22.983
5.993,22.984
3.316,22.986
6.124,22.986
5.750,22.988
4.435,22.988
5.929,22.989
3.111,22.990
5.585,22.990
3.763,22.990
6.015,22.994
3.197,22.995
4.689,22.995
5.846,22.995
5.530,22.995
3.535,22.996
5.430,22.999
6.989,23.000
4.067,23.000
4.704,23.001
5.694,23.001
6.317,23.002
4.820,23.003
3.726,23.003
5.458,23.003
5.771,23.004
4.914,23.004
5.580,23.004
3.306,23.005
3.802,23.005
6.689,23.005
3.914,23.005
3.567,23.007
4.331,23.007
5.621,23.007
4.976,23.007
5.968,23.008
5.841,23.008
5.556,23.008
5.754,23.013
4.694,23.014
5.720,23.015
3.502,23.015
6.265,23.018
6.797,23.019
5.526,23.019
5.781,23.020
5.058,23.020
5.390,23.020
5.796,23.022
6.351,23.022
5.588,23.023
3.325,23.023
6.891,23.023
5.405,23.025
5.548,23.026
6.953,23.028
4.755,23.029
5.977,23.031
5.968,23.031
6.272,23.032
6.772,23.033
3.953,23.033
4.191,23.034
5.942,23.034
5.190,23.035
5.583,23.038
2.818,23.038
6.185,23.039
3.826,23.039
2.591,23.040
5.793,23.042
4.211,23.042
5.235,23.043
6.367,23.044
5.360,23.046
3.614,23.046
3.832,23.047
6.323,23.047
5.285,23.047
4.988,23.048
5.392,23.051
3.340,23.052
5.659,23.053
5.437,23.053
3.426,23.053
5.468,23.053
3.590,23.053
6.426,23.054
4.918,23.056
5.298,23.056
5.577,23.056
5.327,23.056
3.923,23.057
5.358,23.057
3.248,23.058
3.889,23.060
5.804,23.060
6.802,23.061
6.445,23.061
5.652,23.062
6.940,23.062
6.563,23.062
3.898,23.062
5.348,23.062
5.286,23.063
5.226,23.063
5.141,23.065
6.877,23.066
4.105,23.069
4.260,23.069
3.274,23.070
6.640,23.071
3.654,23.071
5.416,23.072
6.077,23.073
6.001,23.073
6.648,23.074
7.002,23.074
3.761,23.076
3.786,23.077
4.114,23.077
6.497,23.078
6.028,23.078
4.862,23.079
4.392,23.079
5.450,23.080
3.992,23.083
5.824,23.083
5.622,23.084
5.541,23.084
4.533,23.085
3.488,23.087
4.081,23.087
4.116,23.088
6.338,23.089
2.160,23.089
5.737,23.091
6.756,23.091
6.195,23.092
5.859,23.092
4.614,23.092
6.216,23.092
6.445,23.092
3.406,23.093
4.834,23.093
5.900,23.093
6.298,23.094
5.993,23.095
3.778,23.095
5.970,23.096
5.976,23.097
6.289,23.098
5.589,23.098
6.010,23.098
5.121,23.099
6.456,23.100
6.282,23.100
6.238,23.100
4.321,23.100
4.777,23.101
5.403,23.101
2.922,23.101
5.582,23.103
5.900,23.103
5.264,23.104
5.772,23.104
5.330,23.104
5.626,23.104
4.997,23.105
6.261,23.105
4.194,23.107
6.442,23.108
5.676,23.109
3.226,23.109
6.586,23.110
3.719,23.110
3.744,23.110
5.548,23.113
3.658,23.114
3.789,23.117
5.963,23.117
6.302,23.118
5.465,23.118
4.730,23.118
3.601,23.119
5.836,23.119
6.718,23.120
5.496,23.120
5.387,23.121
5.219,23.123
7.418,23.123
6.306,23.124
4.094,23.124
5.058,23.126
5.251,23.128
7.024,23.129
6.311,23.129
5.641,23.130
3.465,23.130
3.383,23.131
6.484,23.132
5.417,23.133
5.164,23.135
6.284,23.136
5.970,23.136
5.602,23.137
3.397,23.137
5.643,23.138
3.253,23.140
5.629,23.140
5.595,23.141
5.030,23.141
5.130,23.143
4.663,23.144
6.058,23.145
4.757,23.145
3.856,23.145
5.533,23.146
5.965,23.146
6.387,23.146
4.369,23.148
4.603,23.149
4.099,23.150
4.972,23.151
4.885,23.152
5.204,23.152
6.394,23.153
6.288,23.155
3.724,23.155
4.586,23.157
3.526,23.157
5.049,23.158
5.346,23.158
4.726,23.158
3.237,23.159
4.703,23.159
6.991,23.160
5.038,23.160
5.573,23.160
6.402,23.161
5.834,23.163
6.422,23.163
5.748,23.164
5.734,23.164
3.875,23.165
5.636,23.165
5.686,23.165
6.358,23.167
5.637,23.167
5.674,23.168
4.994,23.168
6.031,23.169
5.024,23.169
5.500,23.171
5.169,23.171
5.029,23.171
6.899,23.171
4.912,23.174
2.920,23.174
3.345,23.174
5.416,23.174
5.091,23.174
4.714,23.174
6.322,23.175
5.632,23.176
5.881,23.177
6.104,23.178
5.821,23.178
3.539,23.179
6.323,23.179
6.377,23.181
6.681,23.181
6.874,23.184
5.150,23.184
3.088,23.185
6.392,23.185
2.943,23.185
5.112,23.185
4.933,23.186
4.347,23.186
6.074,23.188
5.829,23.188
5.493,23.190
7.017,23.190
4.374,23.190
2.038,23.191
5.032,23.191
2.555,23.191
4.353,23.192
5.537,23.192
5.027,23.193
5.386,23.193
5.390,23.195
6.381,23.199
3.554,23.200
3.625,23.201
5.901,23.202
4.612,23.202
5.914,23.202
4.198,23.203
5.711,23.204
6.718,23.204
6.459,23.206
4.664,23.206
3.524,23.207
6.007,23.208
5.986,23.208
5.771,23.209
6.343,23.209
4.803,23.210
4.272,23.210
6.584,23.210
3.949,23.212
3.523,23.215
5.678,23.216
5.865,23.218
6.407,23.219
6.598,23.221
6.386,23.221
5.585,23.222
3.790,23.222
6.671,23.222
4.555,23.223
4.615,23.224
5.802,23.224
6.812,23.224
4.074,23.225
6.167,23.226
3.641,23.226
5.493,23.226
4.378,23.226
3.651,23.228
3.418,23.229
3.993,23.229
4.761,23.229
5.707,23.230
5.487,23.231
4.973,23.231
5.089,23.232
5.471,23.232
5.414,23.232
5.434,23.232
4.349,23.234
6.209,23.235
5.516,23.236
5.545,23.236
3.339,23.237
6.170,23.238
3.487,23.239
5.141,23.240
2.981,23.240
5.031,23.241
5.496,23.241
5.672,23.242
4.606,23.242
3.151,23.244
5.366,23.245
6.280,23.246
4.704,23.246
5.738,23.247
6.744,23.248
5.684,23.248
5.967,23.251
5.516,23.251
5.032,23.251
6.764,23.252
5.719,23.252
3.731,23.253
5.668,23.253
6.574,23.253
7.119,23.254
6.236,23.254
5.048,23.254
5.720,23.255
6.135,23.256
4.247,23.258
6.112,23.258
2.956,23.258
5.587,23.259
6.284,23.261
5.891,23.264
4.530,23.265
4.887,23.266
5.297,23.267
6.356,23.268
5.930,23.269
4.865,23.270
5.334,23.270
5.530,23.271
2.923,23.272
7.031,23.272
6.103,23.273
3.023,23.275
5.368,23.276
5.478,23.277
6.505,23.277
4.808,23.278
5.899,23.278
5.759,23.281
6.226,23.282
5.728,23.282
5.746,23.282
6.211,23.282
4.374,23.283
4.227,23.286
5.025,23.287
3.449,23.288
3.020,23.288
6.527,23.290
5.779,23.292
4.247,23.293
1.658,23.294
3.924,23.295
5.662,23.297
4.321,23.298
5.794,23.299
6.723,23.300
4.433,23.301
3.997,23.301
6.286,23.301
4.240,23.301
3.943,23.302
5.793,23.302
3.863,23.303
5.714,23.303
3.051,23.303
4.084,23.304
6.422,23.304
4.148,23.305
5.403,23.305
3.403,23.306
5.320,23.306
4.418,23.307
6.471,23.307
7.104,23.309
5.877,23.314
4.994,23.314
4.868,23.314
5.941,23.315
5.861,23.315
5.622,23.317
5.106,23.317
6.079,23.317
4.118,23.317
6.067,23.317
6.606,23.320
3.579,23.321
4.199,23.321
5.295,23.321
4.850,23.322
5.990,23.322
5.143,23.324
5.577,23.325
6.109,23.328
5.542,23.329
5.441,23.330
7.322,23.330
4.676,23.330
6.126,23.330
6.448,23.331
3.698,23.332
5.886,23.332
4.309,23.333
5.582,23.334
4.592,23.334
4.461,23.334
5.826,23.335
4.720,23.335
5.888,23.335
3.261,23.336
3.876,23.338
4.574,23.339
6.316,23.339
4.087,23.340
5.841,23.342
6.341,23.342
7.243,23.344
4.697,23.344
5.901,23.345
5.740,23.346
5.644,23.347
4.581,23.349
4.043,23.349
6.489,23.350
6.129,23.351
3.353,23.351
4.519,23.351
5.239,23.351
3.336,23.351
4.468,23.352
5.489,23.354
6.310,23.354
5.965,23.354
5.306,23.354
5.424,23.355
7.192,23.356
6.904,23.357
4.641,23.357
6.566,23.361
5.591,23.362
3.331,23.363
5.551,23.364
5.545,23.364
5.321,23.364
4.717,23.365
5.350,23.365
5.438,23.366
3.452,23.366
6.309,23.367
5.643,23.368
4.273,23.369
6.591,23.370
4.916,23.371
4.736,23.372
3.377,23.373
4.787,23.373
5.804,23.376
4.872,23.377
4.141,23.378
6.673,23.379
5.245,23.379
3.542,23.381
4.302,23.381
5.116,23.383
5.140,23.384
5.581,23.385
5.935,23.385
3.633,23.386
6.975,23.387
4.452,23.387
5.380,23.387
5.566,23.388
3.407,23.388
4.564,23.390
5.834,23.391
5.894,23.391
5.620,23.392
7.333,23.393
6.235,23.394
6.233,23.395
5.824,23.395
3.586,23.395
3.630,23.396
5.652,23.402
5.620,23.404
4.824,23.404
4.339,23.405
5.626,23.406
6.467,23.406
5.337,23.407
5.565,23.407
5.270,23.408
6.323,23.410
3.990,23.410
5.845,23.411
5.895,23.411
5.793,23.411
6.233,23.412
3.511,23.413
5.950,23.414
5.032,23.414
4.252,23.415
5.759,23.416
5.459,23.418
3.926,23.419
6.424,23.419
6.152,23.422
4.410,23.422
5.540,23.422
5.742,23.426
5.542,23.427
4.779,23.428
5.957,23.430
5.364,23.434
3.078,23.435
4.632,23.438
5.646,23.440
5.834,23.441
5.510,23.441
5.835,23.441
6.750,23.442
3.555,23.443
3.218,23.445
5.638,23.445
3.511,23.446
3.417,23.447
5.565,23.448
5.773,23.449
5.350,23.449
3.696,23.450
5.699,23.452
4.558,23.452
5.931,23.453
4.526,23.454
2.656,23.455
4.702,23.456
3.976,23.456
5.555,23.457
6.233,23.459
7.578,23.460
4.915,23.460
5.908,23.461
5.640,23.461
4.715,23.462
5.982,23.463
4.075,23.464
5.431,23.465
4.457,23.466
6.963,23.467
5.356,23.467
4.644,23.468
5.820,23.469
3.810,23.470
5.201,23.470
5.717,23.470
5.592,23.471
3.909,23.471
5.573,23.472
3.011,23.472
6.013,23.473
4.712,23.473
4.416,23.473
4.449,23.474
6.048,23.475
4.402,23.480
3.845,23.482
5.596,23.482
5.879,23.488
5.541,23.488
5.207,23.488
4.486,23.488
4.788,23.490
5.020,23.491
5.154,23.492
5.961,23.492
3.985,23.493
5.272,23.493
3.482,23.494
3.452,23.494
5.817,23.497
4.968,23.497
5.670,23.498
3.986,23.499
4.337,23.502
5.721,23.503
3.524,23.504
5.528,23.506
5.861,23.506
7.126,23.506
5.949,23.507
6.190,23.508
3.552,23.508
3.504,23.509
6.525,23.512
7.240,23.512
6.970,23.512
4.107,23.515
6.082,23.515
7.107,23.516
5.351,23.517
7.194,23.522
5.798,23.522
5.495,23.523
3.941,23.523
6.097,23.524
6.492,23.524
6.237,23.524
3.089,23.525
3.693,23.527
3.996,23.528
5.348,23.528
4.715,23.529
5.830,23.530
4.880,23.532
4.691,23.532
4.325,23.533
5.424,23.534
5.494,23.535
4.819,23.536
4.615,23.536
5.929,23.536
6.870,23.537
5.683,23.538
6.051,23.540
5.774,23.540
2.670,23.542
4.098,23.544
6.873,23.544
5.574,23.544
5.525,23.548
4.990,23.549
5.211,23.550
4.898,23.551
5.514,23.552
3.693,23.552
5.269,23.553
4.082,23.553
4.895,23.553
3.190,23.554
2.479,23.556
2.613,23.556
6.510,23.556
3.711,23.557
6.932,23.558
6.697,23.560
5.544,23.562
6.201,23.562
3.319,23.562
5.255,23.562
2.840,23.563
3.368,23.563
5.778,23.564
5.657,23.564
4.031,23.564
5.257,23.566
5.995,23.567
5.648,23.567
5.756,23.567
5.074,23.568
6.918,23.569
3.855,23.569
4.570,23.570
5.542,23.571
2.823,23.572
5.509,23.572
5.104,23.573
5.437,23.575
6.797,23.576
5.786,23.576
3.487,23.576
4.907,23.578
5.840,23.580
5.561,23.581
5.047,23.581
5.436,23.583
5.588,23.584
3.926,23.585
4.367,23.587
6.393,23.589
6.199,23.591
5.432,23.593
3.408,23.595
4.143,23.595
6.115,23.597
4.866,23.601
5.930,23.601
5.199,23.602
5.605,23.602
4.559,23.602
5.990,23.603
6.094,23.603
6.353,23.603
5.658,23.603
5.268,23.604
4.623,23.607
5.644,23.608
5.067,23.610
3.724,23.610
4.305,23.612
5.729,23.612
4.278,23.613
3.822,23.614
6.507,23.614
5.772,23.615
4.884,23.617
3.315,23.618
5.540,23.618
6.765,23.618
6.827,23.619
5.127,23.620
5.510,23.621
5.569,23.621
5.662,23.624
5.328,23.625
5.253,23.626
3.997,23.626
4.573,23.626
4.156,23.627
5.416,23.627
6.979,23.627
5.175,23.627
3.020,23.630
5.366,23.631
5.702,23.632
4.514,23.632
3.433,23.632
5.562,23.632
4.070,23.632
3.865,23.633
5.845,23.633
4.182,23.635
3.254,23.635
6.580,23.635
6.007,23.636
5.884,23.636
6.655,23.636
5.174,23.638
4.451,23.638
5.888,23.638
5.707,23.639
4.787,23.639
5.424,23.639
5.712,23.641
2.938,23.644
5.135,23.645
5.048,23.645
3.326,23.647
6.458,23.649
4.578,23.651
5.816,23.651
6.514,23.652
5.541,23.652
3.443,23.653
4.188,23.655
5.031,23.656
6.169,23.657
3.648,23.661
5.465,23.662
5.565,23.663
5.421,23.663
6.115,23.664
6.417,23.664
4.945,23.665
3.777,23.667
5.726,23.668
3.672,23.668
4.099,23.669
5.485,23.670
5.186,23.670
6.306,23.670
2.127,23.675
1.872,23.679
5.740,23.680
5.707,23.681
5.707,23.681
6.682,23.682
5.757,23.683
5.799,23.683
6.104,23.683
5.307,23.683
5.194,23.684
5.777,23.686
6.531,23.687
4.711,23.687
6.663,23.689
4.394,23.689
5.542,23.690
4.667,23.691
7.065,23.693
4.908,23.693
4.965,23.694
5.604,23.695
3.093,23.697
6.598,23.698
5.548,23.699
4.653,23.699
4.464,23.700
5.401,23.701
6.352,23.702
5.718,23.702
3.531,23.702
6.300,23.703
3.874,23.703
5.542,23.705
4.991,23.708
3.607,23.708
5.389,23.710
3.110,23.710
4.390,23.710
5.495,23.711
4.943,23.711
5.656,23.712
4.204,23.712
4.578,23.713
5.696,23.714
5.656,23.714
5.279,23.715
5.827,23.715
3.634,23.716
5.072,23.717
4.973,23.717
5.693,23.718
5.263,23.718
5.587,23.718
5.246,23.719
6.003,23.719
3.140,23.719
3.014,23.719
4.108,23.720
6.102,23.720
4.359,23.720
3.598,23.721
4.078,23.721
4.989,23.723
4.887,23.723
5.471,23.726
3.158,23.727
5.703,23.727
5.606,23.728
2.112,23.730
3.667,23.731
7.220,23.733
5.381,23.733
4.964,23.733
5.110,23.734
5.297,23.736
3.860,23.736
2.782,23.737
5.635,23.737
6.208,23.737
4.148,23.740
6.035,23.740
5.409,23.741
5.866,23.742
5.123,23.742
4.117,23.742
4.072,23.743
5.706,23.744
7.306,23.745
3.528,23.745
6.590,23.747
4.518,23.749
3.823,23.749
5.914,23.749
7.171,23.750
5.341,23.752
6.126,23.753
5.527,23.753
5.698,23.754
4.240,23.754
3.572,23.755
4.653,23.756
5.847,23.756
6.484,23.756
4.699,23.756
5.375,23.757
6.452,23.758
5.219,23.758
3.471,23.758
4.314,23.759
6.473,23.759
5.746,23.761
6.408,23.764
4.216,23.764
5.349,23.764
4.817,23.764
6.117,23.765
4.434,23.765
7.201,23.768
3.697,23.768
6.915,23.769
5.239,23.769
3.931,23.769
4.924,23.770
6.223,23.770
6.300,23.771
6.249,23.771
4.244,23.773
4.091,23.774
5.414,23.776
4.196,23.776
5.707,23.777
3.568,23.780
4.255,23.780
6.879,23.780
5.288,23.781
5.410,23.782
5.598,23.783
6.203,23.784
4.570,23.784
6.678,23.785
5.509,23.786
3.265,23.787
5.827,23.787
6.084,23.788
4.623,23.788
3.731,23.788
5.459,23.789
4.108,23.789
5.533,23.790
6.253,23.790
4.082,23.793
5.502,23.793
3.139,23.793
4.063,23.793
5.654,23.793
5.586,23.794
5.310,23.794
6.734,23.797
5.625,23.797
5.460,23.797
5.460,23.797
5.373,23.798
4.599,23.800
4.150,23.802
2.604,23.802
5.317,23.802
4.608,23.806
4.410,23.806
6.006,23.808
5.572,23.809
4.354,23.810
6.845,23.811
6.824,23.811
5.648,23.812
3.708,23.812
6.828,23.812
6.224,23.813
5.459,23.814
5.063,23.814
6.279,23.815
5.407,23.817
3.670,23.818
2.584,23.818
5.968,23.819
4.381,23.819
6.145,23.820
4.985,23.821
6.407,23.821
3.785,23.821
4.967,23.823
4.599,23.823
6.150,23.824
5.550,23.825
5.453,23.826
7.044,23.826
6.481,23.826
3.982,23.827
5.312,23.828
6.557,23.828
4.931,23.829
5.547,23.829
6.415,23.830
5.670,23.830
5.614,23.831
4.569,23.831
6.303,23.831
5.510,23.833
6.476,23.834
6.085,23.836
5.449,23.836
3.865,23.838
2.863,23.840
5.870,23.840
5.790,23.842
6.387,23.843
4.851,23.845
6.318,23.846
5.571,23.847
5.743,23.847
3.400,23.848
4.763,23.848
5.589,23.850
4.682,23.851
7.474,23.851
5.033,23.851
3.018,23.852
6.379,23.853
4.333,23.854
5.742,23.855
4.633,23.856
5.790,23.856
5.414,23.857
5.568,23.857
6.099,23.859
6.368,23.859
3.302,23.859
5.639,23.861
5.673,23.861
3.680,23.862
6.007,23.864
4.663,23.865
4.375,23.866
6.946,23.866
3.808,23.866
4.869,23.867
5.319,23.867
5.383,23.868
5.520,23.870
2.955,23.871
4.507,23.872
6.106,23.872
5.072,23.873
5.499,23.874
4.997,23.874
5.060,23.877
4.662,23.880
4.595,23.882
6.906,23.884
4.832,23.887
4.155,23.888
5.987,23.889
5.843,23.891
6.179,23.892
2.032,23.893
5.647,23.893
5.535,23.893
6.118,23.895
3.941,23.897
4.848,23.898
5.176,23.898
3.330,23.903
6.550,23.903
5.497,23.904
3.909,23.904
5.332,23.907
5.470,23.908
5.705,23.910
5.645,23.910
5.813,23.912
6.998,23.914
5.573,23.914
6.097,23.914
4.984,23.914
6.307,23.915
5.007,23.915
2.689,23.915
5.168,23.915
5.700,23.916
3.729,23.917
5.463,23.917
4.945,23.918
5.529,23.919
3.443,23.920
6.998,23.920
5.429,23.920
4.132,23.920
7.205,23.921
5.504,23.921
6.792,23.922
5.074,23.923
4.577,23.925
6.326,23.927
4.275,23.928
5.368,23.928
5.490,23.929
5.236,23.930
5.593,23.935
5.683,23.937
5.657,23.938
3.596,23.938
6.520,23.939
6.802,23.939
3.571,23.939
4.922,23.939
6.050,23.942
4.387,23.942
6.396,23.944
6.826,23.944
5.087,23.945
5.485,23.945
4.265,23.949
4.546,23.949
3.662,23.952
4.846,23.955
3.686,23.956
6.167,23.956
5.043,23.957
6.911,23.957
5.522,23.960
6.069,23.962
6.902,23.962
6.683,23.963
5.525,23.964
3.803,23.965
5.567,23.966
5.866,23.967
5.496,23.968
5.092,23.968
5.635,23.971
4.789,23.972
3.686,23.973
6.217,23.974
5.738,23.976
3.933,23.976
5.013,23.977
4.995,23.977
5.458,23.978
5.458,23.978
5.458,23.978
5.458,23.978
4.676,23.979
5.731,23.979
5.671,23.979
6.734,23.982
5.320,23.982
4.818,23.982
3.364,23.983
5.451,23.986
5.451,23.986
6.349,23.987
6.887,23.988
3.340,23.989
2.085,23.992
6.050,23.992
6.524,23.993
6.070,23.997
4.578,23.997
5.504,24.000
6.067,24.000
5.070,24.001
5.642,24.001
5.513,24.001
5.538,24.001
3.638,24.003
5.035,24.004
7.003,24.004
4.270,24.005
5.370,24.005
5.621,24.006
5.460,24.008
5.058,24.009
2.344,24.011
5.761,24.012
4.071,24.012
5.159,24.013
5.339,24.013
5.439,24.014
5.826,24.014
3.232,24.017
5.725,24.018
5.234,24.019
4.191,24.022
3.706,24.022
5.885,24.025
4.357,24.026
5.416,24.027
4.200,24.027
5.483,24.029
5.329,24.030
5.952,24.031
5.751,24.036
5.198,24.036
3.203,24.037
6.106,24.037
5.605,24.040
1.839,24.040
6.836,24.040
4.501,24.043
6.369,24.044
3.893,24.044
5.101,24.044
6.252,24.045
5.694,24.048
6.208,24.049
5.617,24.051
6.126,24.052
6.903,24.052
5.435,24.053
7.691,24.054
3.496,24.055
3.712,24.055
5.569,24.056
6.409,24.056
7.117,24.058
5.506,24.059
4.757,24.059
5.458,24.060
5.526,24.061
6.401,24.061
7.334,24.062
6.273,24.062
5.302,24.064
5.460,24.065
4.276,24.065
6.154,24.066
5.626,24.067
6.266,24.068
